topicId,rank,docId,filename
2,66,135,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/32-m.txt
2,67,125,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/23-m.txt
2,68,109,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/197-f.txt
2,69,102,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/190-m.txt
2,70,45,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/139-f.txt
2,71,10,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/107-m.txt
2,72,197,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/89-m.txt
2,73,190,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/82-f.txt
2,74,184,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/77-f.txt
2,75,181,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/74-m.txt
2,76,174,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/68-m.txt
2,77,164,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/59-m.txt
2,78,159,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/54-m.txt
2,79,157,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/52-f.txt
2,80,145,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/41-f.txt
2,81,127,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/25-m.txt
2,82,123,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/21-m.txt
2,83,118,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/204-m.txt
2,84,117,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/203-f.txt
2,85,104,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/192-m.txt
2,86,99,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/188-u.txt
2,87,97,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/186-f.txt
